trainNo,trainName,fromStation,toStation
63007,Katwa Rampurhat Memu,Katwa Junction,Rampur Hat Junction
16021,Kaveri Express,Puratchi Thalaivar Dr. MGR Central,Ashokapuram
16022,Kaveri Express,Ashokapuram,Puratchi Thalaivar Dr. MGR Central
16310,Kayamkulam Ernakulam MEMU Express,Kayamkulam Junction,Ernakulam Junction
17035,Kazipet Balharshah Express,Kazipet Junction,Balharshah Junction
7197,Kazipet Dadar Summer Special,Kazipet Junction,Dadar Central
67765,Kazipet Dornakal MEMU,Kazipet Junction,Dornakal Junction
17014,Kazipet Hadapsar Express,Kazipet Junction,Hadapsar
67201,Kazipet Junction Balharshah,Rajahmundry,Vijayawada Junction
22152,Kazipet Pune Weekly Super Fast Express,Kazipet Junction,Pune Junction
67764,Kazipet Secunderabad Push Pull Passenger,Kazipet Junction,Secunderabad Junction
13181,Kaziranga Express,Kolkata,Silghat Town
13182,Kaziranga Express,Silghat Town,Kolkata
68425,Kendujhargarh Khurda Road MEMU,Kendujhargarh,Khurda Road Junction
8341,Kendujhargarh Puri Special,Kendujhargarh,Puri
8343,Kendujhargarh Puri Special,Kendujhargarh,Puri
12625,Kerala Express,Trivandrum Central,New Delhi
12626,Kerala Express,New Delhi,Trivandrum Central
12218,Kerala Sampark Kranti Express,Chandigarh Junction,
12217,Kerala Sampark Kranti Express,,Chandigarh Junction
73463,Khagaria Jamalpur DEMU,Khagaria Junction,Jamalpur Junction
22164,Khajuraho Bhopal Mahamana Super Fast Express,Khajuraho,Bhopal Junction
22469,Khajuraho Hazrat Nizamuddin Vande Bharat Express,Khajuraho,Hazrat Nizamuddin
64645,Khajuraho Kanpur MEMU,Khajuraho,Kanpur Central
54161,Khajuraho Kanpur Passenger,Khajuraho,Kanpur Central
51817,Khajuraho Lalitpur Passenger,Khajuraho,Lalitpur
51822,Khajuraho Mahoba Passenger,Khajuraho,Mahoba Junction
19665,Khajuraho Udaipur City Express,Khajuraho,Udaipur City
64609,Khajuraho VGL Jhansi MEMU,Khajuraho,Virangana Lakshmibai Jhansi Junction
69216,Khambhat Anand MEMU,Khambhat,Anand Junction
69218,Khambhat Anand MEMU,Khambhat,Anand Junction
69220,Khambhat Anand MEMU,Khambhat,Anand Junction
69222,Khambhat Anand MEMU,Khambhat,Anand Junction
69224,Khambhat Anand MEMU,Khambhat,Anand Junction
69226,Khambhat Anand MEMU,Khambhat,Anand Junction
69228,Khambhat Anand MEMU,Khambhat,Anand Junction
69230,Khambhat Anand MEMU,Khambhat,Anand Junction
52076,Khambli Ghat Marwar MG Passenger,Khambli Ghat,Marwar Junction
51102,Khamgaon - Jalamb Passenger (UnReserved),Khamgaon,Jalamb Junction
51104,Khamgaon - Jalamb Passenger (UnReserved),Khamgaon,Jalamb Junction
51106,Khamgaon - Jalamb Passenger (UnReserved),Khamgaon,Jalamb Junction
51108,Khamgaon - Jalamb Passenger (UnReserved),Khamgaon,Jalamb Junction
1121,Khamgaon Pandharpur Special,Khamgaon,Pandharpur
19003,Khandesh Express,Dadar (WR),Bhusaval Junction
19004,Khandesh Express,Bhusaval Junction,Dadar (WR)
51683,Khandwa Bir Shuttle Special,Khandwa Junction,Bir
51685,Khandwa Bir Shuttle Special,Khandwa Junction,Bir
51687,Khandwa Bir Shuttle Special,Khandwa Junction,Bir
1091,Khandwa Sanawad MEMU Special,Khandwa Junction,Sanawad
68074,Khanudih Bhojudih MEMU,Khanudih,Bhojudih Junction
68101,Kharagpur Adra Memu,Kharagpur Junction,Adra Junction
68043,Kharagpur Asansol Memu,Tatanagar Junction,Rourkela Junction
18027,Kharagpur Asansol MEMU Express,Kharagpur Junction,Asansol Junction
68021,Kharagpur Baleshwar MEMU,Kharagpur Junction,Balasore
68047,Kharagpur Belda MEMU,Kharagpur Junction,Belda
68049,Kharagpur Bhadrak MEMU,Kharagpur Junction,Bhadrak
68103,Kharagpur Gomoh Memu,Mustaphachak,Bankura Junction
18035,Kharagpur Hatia Express,Kharagpur Junction,Hatia
18037,Kharagpur Jajpur Keonjhar Road Express,Kharagpur Junction,Jajpur Keonjhar Road
68109,Kharagpur Jajpur Keonjhar Road Memu,Sonamukhi,Bankura Junction
68091,Kharagpur Jhargram MEMU,Kharagpur Junction,Jhargram
68093,Kharagpur Jhargram MEMU,Kharagpur Junction,Jhargram
18021,Kharagpur Khurda Road Express,Kharagpur Junction,Khurda Road Junction
18023,Kharagpur NSCB Junction Gomoh Express,Kharagpur Junction,Netaji Subhas Chandra Bose Junction
18085,Kharagpur Ranchi MEMU Express,Kharagpur Junction,Ranchi Junction
68005,Kharagpur Tatanagar MEMU,Kharagpur Junction,Tatanagar Junction
68011,Kharagpur Tatanagar MEMU,Kharagpur Junction,Tatanagar Junction
68013,Kharagpur Tatanagar MEMU,Kharagpur Junction,Tatanagar Junction
68015,Kharagpur Tatanagar Memu,Kharagpur Junction,Tatanagar Junction
58021,Kharagpur Tatanagar Passenger,Kharagpur Junction,Tatanagar Junction
22603,Kharagpur Villupuram Super Fast Express,Kharagpur Junction,Villupuram Junction
3008,Khatipura Howrah Summer Special,Khatipura,Howrah Junction
22977,Khatipura Jodhpur Jn Super Fast,Khatipura,Jodhpur Junction
9002,Khatipura Mumbai AC Super Fast Special,Khatipura,Mumbai Central
9008,Khatipura Valsad Special,Khatipura,Valsad
74681,Khem Karan Amritsar DEMU,Khem Karan,Amritsar Junction
74687,Khem Karan Amritsar DEMU,Khem Karan,Amritsar Junction
74683,Khem Karan Bhagtanwala DEMU,Khem Karan,Bhagtanwala
74685,Khem Karan Bhagtanwala DEMU,Khem Karan,Bhagtanwala
12098,Khongsang Agartala Jan Shatabdi Express,Khongsang,Agartala
68426,Khurda Road Kendujhargarh MEMU,Khurda Road Junction,Kendujhargarh
18022,Khurda Road Kharagpur Express,Khurda Road Junction,Kharagpur Junction
1050,Khurda Road Mumbai CSMT Summer Special,Khurda Road Junction,Chhatrapati Shivaji Maharaj Terminus
9060,Khurda Road Udhna Special,Khurda Road Junction,Udhna Junction
64113,Khurja Ghaziabad Emu,Khurja Junction,Ghaziabad Junction
54401,Khurja Meerut City Passenger,Khurja Junction,Meerut City Junction
54405,Khurja Meerut City Passenger,Khurja Junction,Meerut City Junction
64111,Khurja Shakurbasti Emu,Khurja Junction,Shakur Basti
18516,Kirandul Visakhapatnam Express,Kirandul,Visakhapatnam Junction
58502,Kirandul Visakhapatnam Passenger,Kirandul,Visakhapatnam Junction
14732,Kisan Express,Bathinda Junction,Delhi Junction
14731,Kisan Express,Delhi Junction,Bathinda Junction
15715,Kishanganj Ajmer Garib Nawaz Express,Kishanganj,Ajmer Junction
63321,Kiul Gaya MEMU,Kiul Junction,Gaya Junction
63323,Kiul Gaya MEMU,Kiul Junction,Gaya Junction
63355,Kiul Gaya MEMU,Kiul Junction,Gaya Junction
63317,Kiul Gaya MEMU,Ara Junction,Bhabua Road
63319,Kiul Gaya Memu,Ara Junction,Sasaram Junction
53627,Kiul Gaya Passenger,Kiul Junction,Gaya Junction
73422,Kiul Jamalpur DEMU,Kiul Junction,Jamalpur Junction
73426,Kiul Jamalpur DEMU,Kiul Junction,Jamalpur Junction
73428,Kiul Jamalpur DEMU,Kiul Junction,Jamalpur Junction
63424,Kiul Jamalpur MEMU,Kiul Junction,Jamalpur Junction
53480,Kiul Jamalpur Passenger,Kiul Junction,Jamalpur Junction
63574,Kiul Jasidih MEMU,Kiul Junction,Jasidih Junction
13410,Kiul Malda Intercity Express,Kiul Junction,Malda Town
63203,Kiul Mokama Memu,Kiul Junction,Mokama Junction
3345,Kiul Mokama Passenger Special,Kiul Junction,Mokama Junction
3205,Kiul Patna Fast MEMU Special,Kiul Junction,Patna Junction
63205,Kiul Patna MEMU,Kiul Junction,Patna Junction
3265,Kiul Rajgir Pitru Paksha Mela Special,Kiul Junction,Rajgir
12512,Kochuveli Gorakhpur Rapti Sagar Super Fast Express,,Gorakhpur Junction
56317,Kochuveli Nagercoil Passenger,Guruvayur,Ernakulam Junction
16349,Kochuveli Nilambur Road Rajya Rani Express,,Nilambur Road
63550,Koderma - dhanbad MEMU,Andal Junction,Barddhaman Junction
53371,Koderma Barkakana Passenger,Koderma Junction,Barkakana Junction
53373,Koderma Barkakana Passenger,Koderma Junction,Barkakana Junction
53370,Koderma Madhupur Passenger,Koderma Junction,Madhupur Junction
53366,Koderma Maheshmunda Passenger,Koderma Junction,Maheshmunda
3321,Koderma Rajgir Special,Koderma Junction,Rajgir
66588,Kolar Bangalore Cant Memu,Kolar,Bengaluru Cantonment
66592,Kolar Bangalore Cant Memu,Kolar,Bengaluru Cantonment
76502,Kolar Bangarapet DEMU,Kolar,Bangarapet Junction
66593,Kolar Bangarapet Jn Memu,Kolar,Bangarapet Junction
16550,Kolar KSR Bangalore DEMU Express,Kolar,KSR Bengaluru City Junction
4798,Kolayat Lalgarh Express Special,Kolayat,Lalgarh Junction
17412,Kolhapur Mumbai Mahalaxmi Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Chhatrapati Shivaji Maharaj Terminus
12501,Kolkata Agartala Garib Rath Express,Kolkata,Agartala
13167,Kolkata Agra Cantt Weekly Express,Kolkata,Agra Cantonment
19414,Kolkata Ahmedabad Weekly Express,Kolkata,Ahmedabad Junction
13137,Kolkata Azamgarh Weekly Express,Kolkata,Azamgarh
13161,Kolkata Balurghat Tebhaga Express,Kolkata,Balurghat
5931,Kolkata Dibrugarh Summer Special,Kolkata,Dibrugarh
3161,Kolkata Digha Special,Kolkata,Digha
13121,Kolkata Ghazipur City Weekly Express,Kolkata,Ghazipur City
15049,Kolkata Gorakhpur Purvanchal Express,Kolkata,Gorakhpur Junction
12517,Kolkata Guwahati Garib Rath Express,Kolkata,Guwahati
12319,Kolkata Gwalior Super Fast Express,Kolkata,Gwalior Junction
12363,Kolkata Haldibari Tri weekly Intercity Express,Kolkata,Haldibari
13151,Kolkata Jammu Tawi Express,Kolkata,Jammu Tawi
13135,Kolkata Jaynagar Weekly Express,Kolkata,Jaynagar
13159,Kolkata Jogbani Express,Kolkata,Jogbani
63101,Kolkata Lalgola MEMU,Kolkata,Lalgola
19607,Kolkata Madar Express,Kolkata,Madar Junction
3141,Kolkata New Coochbehar Winter Special,Kolkata,New Cooch Behar
12359,Kolkata Patna Garib Rath Express,Kolkata,Patna Junction
3135,Kolkata Patna Special,Kolkata,Patna Junction
3101,Kolkata Puri Holi Special,Kolkata,Puri
13145,Kolkata Radhikapur Express,Kolkata,Radhikapur
12841,Kolkata Shalimar Chennai Coromandel Express,Kolkata Shalimar,Puratchi Thalaivar Dr. MGR Central
12102,Kolkata Shalimar Lokmanya Tilak Terminus Jnaneswari Express,Kolkata Shalimar,Lokmanya Tilak Terminus
12660,Kolkata Shalimar Nagercoil Gurudev Super Fast Express,Kolkata Shalimar,Nagercoil Junction
5640,Kolkata Silchar Summer Special,Kolkata,Silchar
13165,Kolkata Sitamarhi Express,Kolkata,Sitamarhi Junction
66312,Kollam Alappuzha MEMU,Kollam Junction,Alappuzha
56302,Kollam Alappuzha Passenger,Kollam Junction,Alappuzha
20636,Kollam Chennai Egmore Ananthapuri Super Fast Express,Kollam Junction,Chennai Egmore
16102,Kollam Chennai Egmore Express,Kollam Junction,Chennai Egmore
66322,Kollam Ernakulam Junction MEMU,Kollam Junction,Ernakulam Junction
66303,Kollam Ernakulam Junction MEMU,Kollam Junction,Ernakulam Junction
66308,Kollam Ernakulam Junction MEMU,Kollam Junction,Ernakulam Junction
66310,Kollam Ernakulam Junction MEMU,Kollam Junction,Ernakulam Junction
6169,Kollam Ernakulam MEMU Express Special,Kollam Junction,Ernakulam Junction
7180,Kollam Guntur Sabarimala Special,Kollam Junction,Guntur Junction
7160,Kollam Hazur Sahib Nanded Sabarimala Special,Kollam Junction,Hazur Sahib Nanded
66306,Kollam Kanniyakumari MEMU,Kollam Junction,Kanniyakumari
66318,Kollam Kottayam MEMU,Kollam Junction,Punalur
66316,Kollam Kottayam MEMU,Kollam Junction,Kottayam
6114,Kollam MGR Chennai Puthandu Special,Kollam Junction,Puratchi Thalaivar Dr. MGR Central
56101,Kollam Nagercoil Passenger,Kollam Junction,Nagercoil Junction
66302,Kollam Punalur MEMU,Kollam Junction,Punalur
56307,Kollam Thiruvananthapuram Passenger,Kollam Junction,Trivandrum Central
17422,Kollam Tirupati Express,Kollam Junction,Tirupati
56303,Kollam Trivandrum Passenger,Kollam Junction,Trivandrum Central
18568,Kollam Visakhapatnam Weekly Express,Kollam Junction,Visakhapatnam Junction
11020,Konark Express,Bhubaneswar,Chhatrapati Shivaji Maharaj Terminus
11019,Konark Express,Chhatrapati Shivaji Maharaj Terminus,Bhubaneswar
51862,Konch Ait Shuttle,Konch,Ait Junction
51866,Konch Ait Shuttle,Konch,Ait Junction
51864,Konch Sarsoki Passenger,Konch,Sarsoki
51868,Konch Sarsoki Passenger,Konch,Sarsoki
17212,Kondaveedu Express,Yesvantpur Junction,Machilipatnam
17211,Kondaveedu Express,Machilipatnam,Yesvantpur Junction
12647,Kongu Super Fast Express,Coimbatore Junction,Hazrat Nizamuddin
12648,Kongu Super Fast Express,Hazrat Nizamuddin,Coimbatore Junction
20111,Konkan Kanya Super Fast Express,Chhatrapati Shivaji Maharaj Terminus,Madgaon Junction
20112,Konkan Kanya Super Fast Express,Madgaon Junction,Chhatrapati Shivaji Maharaj Terminus
58537,Koraput Visakhapatnam Passenger,Koraput Junction,Visakhapatnam Junction
18511,Koraput Vishakhapatnam Intercity Express,Koraput Junction,Visakhapatnam Junction
22647,Korba Kochuveli Super Fast Express,Korba,
58203,Korba Raipur Passenger,Korba,Raipur Junction
18517,Korba Visakhapatnam Express,Korba,Visakhapatnam Junction
64073,Kosi Kalan New Delhi Emu,Kosi Kalan,New Delhi
18626,Kosi Super Express,Hatia,Purnia Court
18625,Kosi Super Express,Purnia Court,Hatia
74981,Kot Kapura Fazilka DEMU,Kot Kapura Junction,Fazilka Junction
74983,Kot Kapura Fazilka DEMU,Kot Kapura Junction,Fazilka Junction
59838,Kota Aklera Passenger,Kota Junction,Aklera
59840,Kota Aklera Passenger,Kota Junction,Aklera
19822,Kota Asarva Express,Kota Junction,Asarva Junction
11603,Kota Bina MEMU Express,Kota Junction,Bina Junction
61624,Kota Chaumahla MEMU Special,Kota Junction,Chau Mahla
19811,Kota Etawah Express,Kota Junction,Etawah Junction
61614,Kota Ghatoli MEMU,Kota Junction,Ghatoli
12059,Kota Hazrat Nizamuddin Jan Shatabdi Express,Kota Junction,Hazrat Nizamuddin
22983,Kota Indore Intercity Super Fast Express,Kota Junction,Indore Junction
19816,Kota Mandsor Intercity Express,Kota Junction,Mandsor
59833,Kota Mandsor Passenger,Kota Junction,Mandsor
19109,Kota Mathura Junction Express,Kota Junction,Mathura Junction
20985,Kota MCTM Udhampur Weekly Super Fast Express,Kota Junction,Martyr Captain Tushar Mahajan
61616,Kota Nagda MEMU,Kota Junction,Nagda Junction
2055,Kota New Delhi Inaugural Special,Kota Junction,New Delhi
13240,Kota Patna Express,Kota Junction,Patna Junction
13238,Kota Patna Express,Kota Junction,Patna Junction
19104,Kota Ratlam MEMU Express,Kota Junction,Ratlam Junction
61621,Kota Sawai Madhopur MEMU Special,Kota Junction,Sawai Madhopur
22981,Kota Shri Ganganagar Super Fast Express,Kota Junction,Shri Ganganagar Junction
19803,Kota Shri Mata Vaishno Devi Katra Weekly Express,Kota Junction,Shri Mata Vaishno Devi Katra
19813,Kota Sirsa Express,Kota Junction,Sirsa
19807,Kota Sirsa Express,Kota Junction,Sirsa
19820,Kota Vadodara Express,Kota Junction,Vadodara Junction
59813,Kota Yamuna Bridge Agra Passenger,Kota Junction,Yamuna Bridge Agra
14090,Kotdwar Anand Vihar Terminal Express,Kotdwar,Anand Vihar Terminus
54390,Kotdwar Najibabad Passenger,Kotdwar,Najibabad Junction
54386,Kotdwara Najibabad Passenger,Kotdwar,Najibabad Junction
54388,Kotdwara Najibabad Passenger,Kotdwar,Najibabad Junction
66317,Kottayam Kollam MEMU,Punalur,Kollam Junction
66315,Kottayam Kollam MEMU,Kottayam,Kollam Junction
16326,Kottayam Nilambur Road Express,Kottayam,Nilambur Road
7010,Kottayam Secunderabad Sabarimala Special,Kottayam,Secunderabad Junction
12676,Kovai Super Fast Express,Coimbatore Junction,Puratchi Thalaivar Dr. MGR Central
12675,Kovai Super Fast Express,Puratchi Thalaivar Dr. MGR Central,Coimbatore Junction
11030,Koyna Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Chhatrapati Shivaji Maharaj Terminus
11029,Koyna Express,Chhatrapati Shivaji Maharaj Terminus,Chhatrapati Shahu Maharaj Terminus Kolhapur
56600,Kozhikode Shoranur Passenger,Kannur Main,Shoranur Junction
12075,Kozhikode Thiruvananthapuram Jan Shatabdi Express,Kozhikode Main,Trivandrum Central
15007,Krishak Express,Varanasi City,Lucknow Junction
15008,Krishak Express,Lucknow Junction,Varanasi City
17406,Krishna Express,Adilabad,Tirupati
17405,Krishna Express,Tirupati,Adilabad
53091,Krishnanagar City Azimganj Passenger,Krishnanagar City Junction,Azimganj Junction
12079,KSR Bengaluru - SSS Hubballi Janshatabdi Express,KSR Bengaluru City Junction,Hubballi Junction
16532,KSR Bengaluru Ajmer Garib Nawaz Express,KSR Bengaluru City Junction,Ajmer Junction
56223,KSR Bengaluru Arsikere Passenger,KSR Bengaluru City Junction,Arsikere Junction
66553,KSR Bengaluru Ashokapuram MEMU,KSR Bengaluru City Junction,Ashokapuram
66579,KSR Bengaluru Ashokapuram MEMU,KSR Bengaluru City Junction,Ashokapuram
66530,KSR Bengaluru Bangarapet MEMU,KSR Bengaluru City Junction,Bangarapet Junction
66581,KSR Bengaluru Bangarapet MEMU,KSR Bengaluru City Junction,Bangarapet Junction
16522,KSR Bengaluru Bangarapet MEMU Express,KSR Bengaluru City Junction,Bangarapet Junction
20653,KSR Bengaluru Belagavi Super Fast Express,KSR Bengaluru City Junction,Belagavi
56282,KSR Bengaluru Chamarajanagar Passenger,Tumakuru,Chamarajanagar
66535,KSR Bengaluru Channapatna MEMU Express Special,KSR Bengaluru City Junction,Channapatna
6581,KSR Bengaluru Channapatna Passenger Special,KSR Bengaluru City Junction,Channapatna
22665,KSR Bengaluru Coimbatore Uday Express,KSR Bengaluru City Junction,Coimbatore Junction
6509,KSR Bengaluru Danapur Clone Special,KSR Bengaluru City Junction,Danapur
66583,KSR Bengaluru Dharmapuri MEMU,KSR Bengaluru City Junction,Dharmapuri
6595,KSR Bengaluru Dharmavaram MEMU Special,KSR Bengaluru City Junction,Dharmavaram Junction
20661,KSR Bengaluru Dharwad Vande Bharat Express,KSR Bengaluru City Junction,Dharwad
12677,KSR Bengaluru Ernakulam Intercity Super Fast Express,KSR Bengaluru City Junction,Ernakulam Junction
16506,KSR Bengaluru Gandhidham Express,KSR Bengaluru City Junction,Gandhidham Junction
6583,KSR Bengaluru Hassan DEMU Special,KSR Bengaluru City Junction,Hassan Junction
16593,KSR Bengaluru Hazur Sahib Nanded Express,KSR Bengaluru City Junction,Hazur Sahib Nanded
66523,KSR Bengaluru Hindupur Memu,KSR Bengaluru City Junction,Hindupur
16508,KSR Bengaluru Jodhpur Express,KSR Bengaluru City Junction,Jodhpur Junction
66550,KSR Bengaluru Jolarpettai Memu,KSR Bengaluru City Junction,Jolarpettai Junction
16520,KSR Bengaluru Jolarpettai MEMU Express,KSR Bengaluru City Junction,Jolarpettai Junction
16526,KSR Bengaluru Kanniyakumari Express,KSR Bengaluru City Junction,Kanniyakumari
16511,KSR Bengaluru Kannur Express,KSR Bengaluru City Junction,Kannur Main
16549,KSR Bengaluru Kolar DEMU Express,KSR Bengaluru City Junction,Kolar
66591,KSR Bengaluru Kolar Memu,KSR Bengaluru City Junction,Kolar
5073,KSR Bengaluru Lal Kuan Special,KSR Bengaluru City Junction,Lal Kuan Junction
66520,KSR Bengaluru Marikuppam MEMU,KSR Bengaluru City Junction,Marikuppam
66532,KSR Bengaluru Marikuppam MEMU,Whitefield,Marikuppam
66556,KSR Bengaluru Marikuppam MEMU,KSR Bengaluru City Junction,Marikuppam
66546,KSR Bengaluru Marikuppam MEMU,KSR Bengaluru City Junction,Marikuppam
66511,KSR Bengaluru Marikuppam MEMU,KSR Bengaluru City Junction,Marikuppam
22626,KSR Bengaluru MGR Chennai AC Double Decker Express,KSR Bengaluru City Junction,Puratchi Thalaivar Dr. MGR Central
12658,KSR Bengaluru MGR Chennai Mail,KSR Bengaluru City Junction,Puratchi Thalaivar Dr. MGR Central
12028,KSR Bengaluru MGR Chennai Shatabdi Express,KSR Bengaluru City Junction,Puratchi Thalaivar Dr. MGR Central
66551,KSR Bengaluru Mysuru Memu,KSR Bengaluru City Junction,Mysuru City Junction
6525,KSR Bengaluru Mysuru MEMU Express Special,KSR Bengaluru City Junction,Mysuru City Junction
20660,KSR Bengaluru Mysuru Rajya Rani Super Fast Express,KSR Bengaluru City Junction,Mysuru City Junction
12089,KSR Bengaluru Shivamogga Janshatabdi Express,KSR Bengaluru City Junction,Shivamogga Town
66559,KSR Bengaluru Sri Sathya Sai Prashanthi Nilayam MEMU,KSR Bengaluru City Junction,Sri Sathya Sai Prasanthi Nilayam
7340,KSR Bengaluru SSS Hubballi Super Fast Special,KSR Bengaluru City Junction,Hubballi Junction
20651,KSR Bengaluru Talguppa Intercity Express,KSR Bengaluru City Junction,Talaguppa
66567,KSR Bengaluru Tumkur Memu,KSR Bengaluru City Junction,Tumakuru
66571,KSR Bengaluru Tumkur Memu,KSR Bengaluru City Junction,Tumakuru
66542,KSR Bengaluru Whitefield Memu,KSR Bengaluru City Junction,Whitefield
56963,Kulem Vasco da gama Passenger,Kulem,Vasco da Gama
56965,Kulem Vasco Da Gama Passenger,Kulem,Vasco da Gama
56961,Kulem Vasco Da Gama Passenger,Kulem,Vasco da Gama
13053,Kulik Express,Howrah Junction,Radhikapur
12369,Kumbh Express,Howrah Junction,Dehradun
12370,Kumbh Express,Dehradun,Howrah Junction
66527,Kuppam Bangarapet MEMU,Kuppam,Bangarapet Junction
66529,Kuppam KSR Bengaluru MEMU,Kuppam,KSR Bengaluru City Junction
66543,Kuppam KSR Bengaluru Memu,Kuppam,KSR Bengaluru City Junction
71421,Kurduwadi Miraj DEMU,Kurduvadi Junction,Miraj Junction
71427,Kurduwadi Miraj DEMU,Miraj Junction,Chhatrapati Shahu Maharaj Terminus Kolhapur
19714,Kurnool City Jaipur Express,Kurnool City,Jaipur Junction
